service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"TA+b0gav","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ffj","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0gbp","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0gbn","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0wdi","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h5y","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0gqe","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ffl","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ffm","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h60","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ffn","0","0","0","0","0","1","0","20181209","20191214"
"TA+b021e","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0gq6","0","0","0","1","0","0","1","20181209","20191214"
"TA+b0h5x","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h5z","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0f5c","1","1","1","1","1","0","0","20181209","20191214"
"TA+b07bg","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0sm9","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ij5","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0qvp","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h5w","0","0","0","0","0","1","1","20181209","20191214"
"TA+b030x","1","0","0","1","1","0","0","20181209","20191214"
"TA+b0h4y","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0328","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h52","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0f5d","1","1","1","1","1","0","0","20181209","20191214"
"TA+b03g0","1","1","1","1","0","0","0","20181209","20191214"
"TA+b0h4x","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h4v","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0zi6","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0320","0","0","0","0","1","0","0","20181209","20191214"
"TA+b0gan","1","1","1","1","0","0","0","20181209","20191214"
"TA+b0h4u","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0h4t","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0gam","1","1","1","1","0","0","0","20181209","20191214"
"TA+b0gao","1","1","1","1","0","0","0","20181209","20191214"
"TA+b0ffh","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0ffg","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0e2j","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0gxg","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h4r","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h4s","0","0","0","0","0","0","1","20181209","20191214"
"TA+b10aw","1","1","1","0","0","0","0","20181209","20191214"
"TA+b0f5b","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0sm2","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0zyt","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0zyu","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0zoh","1","1","1","1","1","1","0","20181209","20191214"
"TA+b093z","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0bge","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0bgi","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0cpb","1","1","1","1","0","0","0","20181209","20191214"
"TA+b0bgf","1","1","1","1","1","0","0","20181209","20191214"
"TA+b11n8","0","1","1","0","0","0","1","20181209","20191214"
"TA+b11mx","0","0","0","0","0","1","0","20181209","20191214"
"TA+b101i","0","0","0","0","1","1","0","20181209","20191214"
"TA+b04mr","1","1","1","1","1","0","0","20181209","20191214"
"TA+b11tg","1","1","1","1","1","0","0","20181209","20191214"
"TA+b11my","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0cdr","0","0","0","0","1","1","0","20181209","20191214"
"TA+b04ms","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0ck5","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c8g","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0c9c","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c9d","1","1","1","1","1","0","0","20181209","20191214"
"TA+b07t3","1","1","1","1","1","1","1","20181209","20191214"
"TA+b11n4","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k4x","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0k4y","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0k4v","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0k4z","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0k4w","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0cyt","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k50","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0k54","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0k55","1","1","1","1","1","1","1","20181209","20191214"
"TA+b06qu","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k53","0","0","0","0","0","1","1","20181209","20191214"
"TA+b046k","1","1","1","1","1","0","0","20181209","20191214"
"TA+b012a","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0t1r","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0cys","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k51","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0k52","0","0","0","0","0","1","1","20181209","20191214"
"TA+b074u","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0cka","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0ck4","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0ck3","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0k4t","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0zyv","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0jth","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0506","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0jtf","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0zyd","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0jtg","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0zyc","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0jti","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0zyb","0","0","0","0","0","1","1","20181209","20191214"
"TA+b06i5","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ck6","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k4s","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k4u","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0zy9","0","1","1","0","0","0","1","20181209","20191214"
"TA+b09p0","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0bw5","0","1","0","1","0","1","0","20181209","20191214"
"TA+b0bgh","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0bgt","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0bgg","1","1","1","1","0","0","1","20181209","20191214"
"TA+b11uv","0","0","0","0","0","1","0","20181209","20191214"
"TA+b06ro","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0801","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0k4p","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0bgj","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0bgp","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0bgu","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0843","1","1","1","1","1","1","1","20181209","20191214"
"TA+b07a1","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0583","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0sap","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0slx","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0saq","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0sm0","1","1","1","1","1","0","0","20181209","20191214"
"TA+b08uw","1","1","1","1","0","0","0","20181209","20191214"
"TA+b08g1","0","0","0","0","0","1","0","20181209","20191214"
"TA+b09ag","0","0","0","0","0","1","1","20181209","20191214"
"TA+b08gu","1","1","1","1","1","0","0","20181209","20191214"
"TA+b100y","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0cqe","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0slz","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0sm1","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0sly","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0c93","1","1","1","1","1","0","0","20181209","20191214"
"TA+b06gz","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c9e","0","0","0","0","0","1","1","20181209","20191214"
"TA+b02mf","0","0","0","1","1","0","0","20181209","20191214"
"TA+b0h7e","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h71","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0497","1","0","1","1","0","0","0","20181209","20191214"
"TA+b04al","1","0","1","1","1","0","1","20181209","20191214"
"TA+b049e","1","0","1","1","0","0","1","20181209","20191214"
"TA+b04am","1","0","1","1","1","0","0","20181209","20191214"
"TA+b0h73","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0ec5","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0s6h","0","1","1","0","0","0","0","20181209","20191214"
"TA+b0h6z","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h72","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h70","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h75","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h83","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h82","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0uyl","0","0","0","1","0","1","0","20181209","20191214"
"TA+b0h7g","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h7j","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h7k","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h7q","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h7o","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h7s","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h7r","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h7m","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h7t","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h7p","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h7i","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h7h","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h7f","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h7l","1","1","1","1","1","1","0","20181209","20191214"
"TA+b017m","1","1","1","1","1","0","1","20181209","20191214"
"TA+b0h7x","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0h7v","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0h7u","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0h80","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0h7y","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0h7n","1","1","1","1","1","0","0","20181209","20191214"
"TA+b02m6","0","0","0","0","0","1","0","20181209","20191214"
"TA+b02mb","0","0","0","1","1","1","0","20181209","20191214"
"TA+b02m9","0","0","0","1","1","1","0","20181209","20191214"
"TA+b02m2","0","0","0","1","1","1","0","20181209","20191214"
"TA+b02mz","0","0","0","0","1","1","0","20181209","20191214"
"TA+b02ms","0","0","0","1","1","1","0","20181209","20191214"
"TA+b02n2","0","0","0","1","0","0","0","20181209","20191214"
"TA+b0ffv","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h7z","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0h7w","1","1","1","1","1","0","1","20181209","20191214"
"TA+b03vy","1","1","1","1","1","1","0","20181209","20191214"
"TA+b03xe","1","1","1","1","1","1","1","20181209","20191214"
"TA+b03vz","1","1","1","1","1","0","0","20181209","20191214"
"TA+b03wu","1","1","1","1","1","1","0","20181209","20191214"
"TA+b03x6","1","1","1","1","1","0","0","20181209","20191214"
"TA+b048x","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0h77","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0san","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0h76","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0sao","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h74","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h81","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h7d","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h8c","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h79","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0w4a","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h8b","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h7b","0","0","0","0","0","1","0","20181209","20191214"
"TA+b02n6","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0ffu","0","0","0","0","0","1","0","20181209","20191214"
"TA+b04an","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h78","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0fft","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0ffs","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0ffr","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0h84","0","0","0","0","0","1","0","20181209","20191214"
"TA+b02m4","0","1","0","1","1","0","0","20181209","20191214"
"TA+b0h7a","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h7c","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0h85","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0h86","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h8a","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0h87","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0h88","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0h89","1","1","1","1","0","0","1","20181209","20191214"
"TA+b06im","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0crk","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c52","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c51","1","1","1","1","1","1","1","20181209","20191214"
"TA+b075j","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0d0t","1","1","1","1","1","0","0","20181209","20191214"
"TA+b075k","1","1","1","1","1","1","1","20181209","20191214"
"TA+b06i4","1","1","1","1","1","1","1","20181209","20191214"
"TA+b07tw","1","1","1","1","1","0","0","20181209","20191214"
"TA+b07tr","1","1","1","1","1","0","0","20181209","20191214"
"TA+b13j9","0","0","0","0","0","1","1","20181209","20191214"
"TA+b075l","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0cbf","1","1","1","1","1","0","0","20181209","20191214"
"TA+b06pw","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0c8w","1","1","1","1","1","1","1","20181209","20191214"
"TA+b06if","1","1","1","1","1","1","1","20181209","20191214"
"TA+b073l","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0b8z","0","0","0","1","1","1","1","20181209","20191214"
"TA+b07fj","0","0","0","0","1","1","0","20181209","20191214"
"TA+b075n","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c8x","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c8y","1","1","1","1","1","1","1","20181209","20191214"
"TA+b13ja","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0b90","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0c9v","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0cl1","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0cl2","1","1","0","1","1","0","0","20181209","20191214"
"TA+b06xk","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0cvq","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0cl0","0","0","0","0","0","1","1","20181209","20191214"
"TA+b07lr","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0b3u","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0eta","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0esn","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0cog","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0b3v","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0c9h","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c9f","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c9g","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0sm4","1","1","1","1","0","0","1","20181209","20191214"
"TA+b13jb","1","1","1","1","1","0","1","20181209","20191214"
"TA+b13jh","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0mng","1","0","0","0","0","0","0","20181209","20191214"
"TA+b13jc","1","0","0","0","0","0","0","20181209","20191214"
"TA+b13jd","1","0","0","0","0","0","0","20181209","20191214"
"TA+b13je","1","0","0","0","0","1","1","20181209","20191214"
"TA+b13jf","0","1","0","1","0","1","1","20181209","20191214"
"TA+b009j","0","0","0","0","0","1","0","20181209","20191214"
"TA+b13jg","0","0","1","1","1","1","0","20181209","20191214"
"TA+b13ji","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0ube","1","1","1","1","1","1","1","20181209","20191214"
"TA+b13jj","0","0","0","1","1","0","0","20181209","20191214"
"TA+b13jn","1","0","0","0","0","1","1","20181209","20191214"
"TA+b13jk","1","1","1","1","0","0","1","20181209","20191214"
"TA+b0mwf","0","1","1","1","0","0","1","20181209","20191214"
"TA+b13jl","1","1","1","1","0","1","0","20181209","20191214"
"TA+b0flt","0","1","0","1","0","0","1","20181209","20191214"
"TA+b0at6","1","0","0","0","0","0","0","20181209","20191214"
"TA+b13jm","1","1","1","1","1","0","0","20181209","20191214"
"TA+b07n7","0","0","0","0","1","1","1","20181209","20191214"
"TA+b09li","0","0","1","0","0","1","0","20181209","20191214"
"TA+b0zj8","1","1","1","0","0","0","0","20181209","20191214"
"TA+b13jo","1","1","1","1","1","0","0","20181209","20191214"
"TA+b13ju","0","0","1","1","1","0","0","20181209","20191214"
"TA+b13jr","1","1","1","1","1","0","0","20181209","20191214"
"TA+b10k4","1","1","1","1","0","0","1","20181209","20191214"
"TA+b00vq","1","1","1","1","0","0","1","20181209","20191214"
"TA+b13jx","1","1","0","1","1","1","0","20181209","20191214"
"TA+b0wp3","0","0","1","0","0","0","1","20181209","20191214"
"TA+b0kv0","0","0","1","0","1","0","1","20181209","20191214"
"TA+b13k1","1","1","1","1","1","0","0","20181209","20191214"
"TA+b03ve","0","0","0","1","0","0","0","20181209","20191214"
"TA+b13jp","0","0","0","0","0","1","1","20181209","20191214"
"TA+b038z","0","0","0","0","1","0","1","20181209","20191214"
"TA+b13jt","0","1","0","1","0","0","0","20181209","20191214"
"TA+b0kjj","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13jz","1","1","1","1","1","0","1","20181209","20191214"
"TA+b13jq","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0ucf","0","0","0","0","1","0","0","20181209","20191214"
"TA+b03lx","0","0","0","0","0","0","1","20181209","20191214"
"TA+b13js","1","1","0","1","0","0","0","20181209","20191214"
"TA+b13jv","1","1","1","1","0","1","0","20181209","20191214"
"TA+b13jw","1","1","1","1","1","1","1","20181209","20191214"
"TA+b13jy","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13k0","0","0","1","1","0","0","0","20181209","20191214"
"TA+b13k2","1","0","1","1","0","0","0","20181209","20191214"
"TA+b09rj","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13k3","1","1","0","0","1","0","1","20181209","20191214"
"TA+b13k4","1","1","1","1","0","1","1","20181209","20191214"
"TA+b13k5","0","0","1","0","1","1","0","20181209","20191214"
"TA+b105p","1","1","0","0","0","0","0","20181209","20191214"
"TA+b05ep","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0mhq","0","0","0","0","0","1","1","20181209","20191214"
"TA+b038q","0","1","1","1","0","0","0","20181209","20191214"
"TA+b13k7","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13k6","1","0","1","1","0","0","0","20181209","20191214"
"TA+b13k8","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13k9","1","1","1","0","0","0","0","20181209","20191214"
"TA+b0a2s","0","0","0","0","0","1","0","20181209","20191214"
"TA+b13kb","0","0","0","0","1","1","1","20181209","20191214"
"TA+b00cu","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0u5n","0","0","0","0","1","0","1","20181209","20191214"
"TA+b13ka","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13kc","0","0","0","0","1","1","0","20181209","20191214"
"TA+b0bm0","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0v1j","0","0","0","0","1","1","1","20181209","20191214"
"TA+b07jm","0","0","0","0","0","1","0","20181209","20191214"
"TA+b13kd","0","1","1","1","1","0","1","20181209","20191214"
"TA+b13ke","0","1","1","1","1","1","1","20181209","20191214"
"TA+b13kf","0","1","1","1","1","1","1","20181209","20191214"
"TA+b030p","0","1","1","0","0","0","0","20181209","20191214"
"TA+b13kg","0","1","1","1","1","0","0","20181209","20191214"
"TA+b13kh","0","0","1","1","1","0","0","20181209","20191214"
"TA+b09nw","0","0","0","0","0","0","1","20181209","20191214"
"TA+b03e3","1","1","1","1","1","0","0","20181209","20191214"
"TA+b03e6","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c8z","1","1","1","1","1","1","1","20181209","20191214"
"TA+b03e5","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c90","0","0","0","0","0","1","1","20181209","20191214"
"TA+b03e8","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0c91","1","1","1","1","1","0","0","20181209","20191214"
"TA+b03e4","1","1","1","1","1","1","1","20181209","20191214"
"TA+b03e7","0","0","0","0","0","1","1","20181209","20191214"
"TA+b061e","0","1","1","1","1","1","0","20181209","20191214"
"TA+b0c99","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c9a","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c9b","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0q51","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0fou","0","0","0","0","0","0","1","20181209","20191214"
"TA+b11x2","1","1","1","1","1","0","0","20181209","20191214"
"TA+b11x1","1","1","1","1","1","0","0","20181209","20191214"
"TA+b11wt","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0cty","1","1","1","1","1","1","0","20181209","20191214"
"TA+b0fov","0","0","0","0","0","0","1","20181209","20191214"
"TA+b0fos","1","1","1","1","1","1","0","20181209","20191214"
"TA+b06rq","0","0","0","0","0","0","1","20181209","20191214"
"TA+b03nz","1","1","1","1","1","1","0","20181209","20191214"
"TA+b11wm","0","0","0","0","0","1","1","20181209","20191214"
"TA+b05ij","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0s56","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0otf","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0fot","1","1","1","1","1","0","1","20181209","20191214"
"TA+b0glz","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c96","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c58","1","1","1","1","1","1","1","20181209","20191214"
"TA+b0c4s","1","1","1","1","1","1","1","20181209","20191214"
"TA+b06ic","0","0","0","0","0","1","1","20181209","20191214"
"TA+b06ym","1","1","1","1","1","1","1","20181209","20191214"
"TA+b13ki","1","1","1","1","1","0","0","20181209","20191214"
"TA+b00oy","0","0","0","0","0","0","1","20181209","20191214"
"TA+b13kj","0","0","0","0","0","1","1","20181209","20191214"
"TA+b11w2","0","0","0","0","0","1","0","20181209","20191214"
"TA+b0alg","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13kk","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13kl","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13km","0","0","1","0","1","0","1","20181209","20191214"
"TA+b13kn","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13ko","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13lm","0","1","1","0","0","0","0","20181209","20191214"
"TA+b06bj","0","0","0","0","0","1","0","20181209","20191214"
"TA+b13kp","1","1","0","1","1","0","1","20181209","20191214"
"TA+b13kq","1","1","1","1","1","0","0","20181209","20191214"
"TA+b13kr","1","1","1","0","0","0","0","20181209","20191214"
"TA+b13ks","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13kt","1","1","1","1","1","0","0","20181209","20191214"
"TA+b13ku","1","0","1","1","0","0","0","20181209","20191214"
"TA+b13kv","1","1","1","1","1","0","0","20181209","20191214"
"TA+b0m03","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13kw","1","1","1","1","1","1","1","20181209","20191214"
"TA+b13kx","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13lg","1","1","1","1","1","0","1","20181209","20191214"
"TA+b041p","0","1","1","1","0","0","0","20181209","20191214"
"TA+b13ky","0","0","0","0","1","0","0","20181209","20191214"
"TA+b13kz","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13lb","1","1","1","1","1","0","0","20181209","20191214"
"TA+b09vz","0","0","0","0","1","0","0","20181209","20191214"
"TA+b13l0","1","1","1","1","0","1","0","20181209","20191214"
"TA+b13lc","1","1","1","1","0","1","0","20181209","20191214"
"TA+b13l1","1","1","1","1","0","1","1","20181209","20191214"
"TA+b13ld","1","1","1","1","0","1","1","20181209","20191214"
"TA+b13l2","0","0","0","0","1","0","0","20181209","20191214"
"TA+b13l3","1","0","0","1","0","1","1","20181209","20191214"
"TA+b13l4","0","0","0","1","0","1","0","20181209","20191214"
"TA+b13lh","0","0","0","1","0","1","1","20181209","20191214"
"TA+b13l5","0","0","0","0","1","1","1","20181209","20191214"
"TA+b0ve0","0","0","0","1","1","0","0","20181209","20191214"
"TA+b13la","1","1","1","1","0","0","1","20181209","20191214"
"TA+b13l6","1","0","1","1","0","1","1","20181209","20191214"
"TA+b13l7","1","0","0","1","0","1","0","20181209","20191214"
"TA+b13l8","0","0","0","0","1","0","0","20181209","20191214"
"TA+b13l9","1","1","1","1","1","0","1","20181209","20191214"
"TA+b13le","0","1","1","1","0","1","0","20181209","20191214"
"TA+b13lf","0","0","0","0","1","0","1","20181209","20191214"
"TA+b08f4","1","0","0","0","0","0","0","20181209","20191214"
"TA+b13li","0","0","0","0","1","1","0","20181209","20191214"
"TA+b13lj","1","0","0","1","1","0","1","20181209","20191214"
"TA+b02rc","0","0","0","0","1","0","1","20181209","20191214"
"TA+b13lk","1","1","0","1","0","0","0","20181209","20191214"
"TA+b13ll","0","0","0","0","1","0","1","20181209","20191214"
"TA+b0afe","0","0","0","1","0","1","1","20181209","20191214"
"TA+b13ln","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13lo","0","0","0","0","1","1","1","20181209","20191214"
"TA+b13lp","1","0","0","1","0","1","0","20181209","20191214"
"TA+b13lq","0","0","1","0","0","1","0","20181209","20191214"
"TA+b0aqx","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13lr","1","1","1","1","1","0","0","20181209","20191214"
"TA+b13ls","1","0","0","1","0","1","1","20181209","20191214"
"TA+b13lt","1","1","1","1","1","0","1","20181209","20191214"
"TA+b13lu","0","0","0","1","0","0","1","20181209","20191214"
"TA+b13os","1","1","1","1","0","0","0","20181209","20191214"
"TA+b13lv","1","1","0","0","0","0","0","20181209","20191214"
"TA+b13lw","0","0","0","0","0","1","1","20181209","20191214"
"TA+b03zz","0","0","0","0","0","1","1","20181209","20191214"
"TA+b13lx","0","0","0","0","1","0","1","20181209","20191214"
"TA+b0tag","0","0","0","0","0","1","1","20181209","20191214"
"TA+b0w9n","0","0","0","0","0","1","1","20181209","20191214"
