agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone
"238","Celeriner Bergbahnen - Celerina-Saluver","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"223","Scuol-Ftan-Sent","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"218","Bergbahnen Engadin St. Moritz,  Bernina-Diavolezza (lbd)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"247","Curtinatsch-Piz Lagalb","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"135","Niesenbahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"249","Surlej-Silvaplana-Corvatsch","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"287","Pizolbahnen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"232","Rhäzüns-Feldis/Veulden","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"252","Lenzerheide Bergbahnen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3003","Télésiège Buttes-La Robella","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3004","Transports publics fribourgeois","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3005","Kaisereggbahnen Schwarzsee AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3009","Centre Touristique Moléson","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3013","Télé-Villars-Gryon","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"261","Gstaad 3000 AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3020","Télé-Torgon SA (tpct)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"330","Télémorgins SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"331","Télé Champéry - Crosets Portes du Soleil SA (tps)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"277","Téléphérique Dorénaz-Champex dAlesse/Commune de Dorénaz","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3024","TéléLaFouly-ChampexLac SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"311","Téléverbier","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3028","Téléphériques de Nendaz","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"227","Riddes-Isérables","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"214","Luftseilbahn Unterterzen-Flumserberg AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3031","Télé-Thyon SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3032","Theytaz Excursions Sion","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3033","Télésiège Lana-La Meina","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"212","Chalais-Briey-Vercorin","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"314","Télécabine Vercorin-Crêt-du-Midi","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"337","Remontées Mécaniques Grimentz-Zinal SA","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"258","Funiculaire St-Luc-Chandolin","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3040","Télésiège Ovronnaz-Jorasse","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"294","Remontées Méc. du Wildhorn Anzére","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"245","Remontées Mécaniques Crans-Montana-Aminona","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"297","Torrent-Bahnen Leukerbad-Albinen AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"244","Gampel-Jeizinen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"332","Raron-Eischoll","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3050","Sportbahnen Unterbäch AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3052","Sesselbahn Visperterminen-Giw","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3073","Bergbahnen Adelboden","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3090","Kriens-Sonnenberg-Bahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"282","Bergbahnen Engstligenalp AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"272","Grindelwald-Pfingstegg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3085","Genossenschaft Luftseilbahn Sulwald","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3087","Reichenbachfall-Bahn","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"273","Marbach-Marbachegg","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"343","Bergbahnen Sörenberg AG","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3091","Sportbahnen Melchsee-Frutt (ldb)","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3092","Luftseilbahn Engelberg-Fürenalp","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3093","Luftseilbahn Fell-Chrüzhütte","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3094","Luftseilbahn Fellboden-Bannalpsee","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"3099","Luftseilbahn Niederbauen","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"281","Küssnacht am Rigi-Seebodenalp","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
"13700","Weggis-Rigi Kaltbad","http://www.sbb.ch/","Europe/Berlin","DE","0900 300 300 "
